Дата,Блок,Wort,Artikel,Plural,Übersetzung,Beispiel,Übersetzung Beispiel,Anki: Front (авто),Anki: Back (авто),Уровень,Следующий показ,Всего попыток,Правильно,Подтемы
21.07.2026,1. Hallo! Wie geht's?,vhs_Lektion 1_Hallo! Wie geht_s_,-,-,Привет! Как дела?,Hallo! Wie geht's dir?,Привет! Как твои дела?,,,1,21.07.2026,0,0,
17.07.2026,Kap 5_Was darf's sein?,"​kg (= das Kilogramm, -)",-,-,килограмм,Ich kaufe ein kg Äpfel.,Я покупаю один кг яблок.,"​kg (= das Kilogramm, -) | Ich kaufe ein kg Äpfel.",килограмм | Я покупаю один кг яблок.,1,21.07.2026,0,0,Kapitel 5 – Was darf's sein?_Что вам предложить?
17.07.2026,Kap 5_Was darf's sein?,​nächst- (Wer ist der Nächste?),-,-,следующий,Der nächste Bitte!,"Следующий, пожалуйста!",​nächst- (Wer ist der Nächste?) | Der nächste Bitte!,"следующий | Следующий, пожалуйста!",1,21.07.2026,0,0,Kapitel 5 – Was darf's sein?_Что вам предложить?
17.07.2026,Kap 5_Was darf's sein?,​dahinten,-,-,там позади,Das ist gleich dahinten.,Это прямо там позади.,​dahinten | Das ist gleich dahinten.,там позади | Это прямо там позади.,1,21.07.2026,0,0,Kapitel 5 – Was darf's sein?_Что вам предложить?
17.07.2026,Kap 5_Was darf's sein?,​davorne,-,-,там впереди,Der Eingang ist davorne.,Вход там впереди.,​davorne | Der Eingang ist davorne.,там впереди | Вход там впереди.,1,21.07.2026,0,0,Kapitel 5 – Was darf's sein?_Что вам предложить?
17.07.2026,Kap 5_Was darf's sein?,Kuss,der,die Küsse,поцелуй,Sie gibt ihm einen Kuss.,Она дарит ему поцелуй.,der Kuss | Sie gibt ihm einen Kuss.,поцелуй | Она дарит ему поцелуй.,1,21.07.2026,0,0,Kapitel 5 – Was darf's sein?_Что вам предложить?
17.07.2026,Kap 6_Familienleben,Kapitel 6,-,Kapitel,глава,Ich lese Kapitel 6.,Я читаю шестую главу.,Kapitel 6 | Ich lese Kapitel 6.,глава | Я читаю шестую главу.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Ausflug,der,die Ausflüge,"экскурсия, прогулка",Wir machen einen Ausflug.,Мы совершаем экскурсию.,der Ausflug | Wir machen einen Ausflug.,"экскурсия, прогулка | Мы совершаем экскурсию.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​beim (= bei dem),-,-,"у, при",Er ist beim Arzt.,Он у врача.,​beim (= bei dem) | Er ist beim Arzt.,"у, при | Он у врача.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​best- (Meine beste Freundin heißt Julia.),-,-,лучший,Meine beste Freundin heißt Julia.,Мою лучшую подругу зовут Юлия.,​best- (Meine beste Freundin heißt Julia.) | Meine beste Freundin heißt Julia.,лучший | Мою лучшую подругу зовут Юлия.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"Datum, Daten",das,die Daten,дата,Welches Datum haben wir heute?,Какая сегодня дата?,"das Datum, Daten | Welches Datum haben wir heute?",дата | Какая сегодня дата?,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Familienleben,das,Sg.,семейная жизнь,Das Familienleben ist wichtig.,Семейная жизнь важна.,das Familienleben | Das Familienleben ist wichtig.,семейная жизнь | Семейная жизнь важна.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Picknick,das,die Picknicks,пикник,Wir machen ein Picknick.,Мы устраиваем пикник.,das Picknick | Wir machen ein Picknick.,пикник | Мы устраиваем пикник.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Vergangene,das,Sg.,прошлое,Das Vergangene ist vorbei.,Прошлое позади.,das Vergangene | Das Vergangene ist vorbei.,прошлое | Прошлое позади.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Ehemann,der,die Ehemänner,муж,Ihr Ehemann ist Arzt.,Её муж — врач.,der Ehemann | Ihr Ehemann ist Arzt.,муж | Её муж — врач.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Freund,der,die Freunde,друг,Er ist mein bester Freund.,Он мой лучший друг.,der Freund | Er ist mein bester Freund.,друг | Он мой лучший друг.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Klasse,die,die Klassen,класс,Die Klasse ist sehr groß.,Класс очень большой.,die Klasse | Die Klasse ist sehr groß.,класс | Класс очень большой.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Wohngemeinschaft,die,die Wohngemeinschaften,"совместное проживание, коммуналка",Er lebt in einer Wohngemeinschaft.,Он живет в коммуналке.,die Wohngemeinschaft | Er lebt in einer Wohngemeinschaft.,"совместное проживание, коммуналка | Он живет в коммуналке.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​langweilig, langweiliger, am langweiligsten",-,-,скучный,Der Film ist langweilig.,Фильм скучный.,"​langweilig, langweiliger, am langweiligsten | Der Film ist langweilig.",скучный | Фильм скучный.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​leben, er lebt, gelebt",-,-,жить,Sie leben in Deutschland.,Они живут в Германии.,"​leben, er lebt, gelebt | Sie leben in Deutschland.",жить | Они живут в Германии.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​mitnehmen, er nimmt mit, mitgenommen",-,-,брать с собой,Ich nehme meinen Regenschirm mit.,Я беру с собой зонт.,"​mitnehmen, er nimmt mit, mitgenommen | Ich nehme meinen Regenschirm mit.",брать с собой | Я беру с собой зонт.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​schwer, schwerer, am schwersten",-,-,"тяжелый, трудный",Der Koffer ist sehr schwer.,Чемодан очень тяжелый.,"​schwer, schwerer, am schwersten | Der Koffer ist sehr schwer.","тяжелый, трудный | Чемодан очень тяжелый.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​zwischen (+ A./D.),-,-,между,Der Tisch steht zwischen den Stühlen.,Стол стоит между стульями.,​zwischen (+ A./D.) | Der Tisch steht zwischen den Stühlen.,между | Стол стоит между стульями.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Haushalt,der,die Haushalte,домашнее хозяйство,Sie macht den Haushalt.,Она ведет домашнее хозяйство.,der Haushalt | Sie macht den Haushalt.,домашнее хозяйство | Она ведет домашнее хозяйство.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Geschwister,die,Pl.,братья и сестры,Hast du Geschwister?,У тебя есть братья и сестры?,die Geschwister | Hast du Geschwister?,братья и сестры | У тебя есть братья и сестры?,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​erziehen, er erzieht, erzogen",-,-,воспитывать,Eltern erziehen ihre Kinder.,Родители воспитывают своих детей.,"​erziehen, er erzieht, erzogen | Eltern erziehen ihre Kinder.",воспитывать | Родители воспитывают своих детей.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​getrennt (getrennt leben),-,-,раздельно,Sie leben getrennt.,Они живут раздельно.,​getrennt (getrennt leben) | Sie leben getrennt.,раздельно | Они живут раздельно.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,1​das Familienfoto,das,die Familienfotos,семейная фотография,Das ist ein altes Familienfoto.,Это старая семейная фотография.,das 1​das Familienfoto | Das ist ein altes Familienfoto.,семейная фотография | Это старая семейная фотография.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Hörtext,der,die Hörtexte,текст для аудирования,Wir hören den Hörtext.,Мы слушаем текст.,der Hörtext | Wir hören den Hörtext.,текст для аудирования | Мы слушаем текст.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​alleinstehend,-,-,"одинокий, не состоящий в браке",Er ist alleinstehend.,Он одинок.,​alleinstehend | Er ist alleinstehend.,"одинокий, не состоящий в браке | Он одинок.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"Thema, Themen",das,die Themen,тема,Das Thema ist sehr interessant.,Эта тема очень интересна.,"das Thema, Themen | Das Thema ist sehr interessant.",тема | Эта тема очень интересна.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"2​groß, größer, am größten",-,-,большой,Das Haus ist groß.,Дом большой.,"2​groß, größer, am größten | Das Haus ist groß.",большой | Дом большой.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Großvater,der,die Großväter,дедушка,Mein Großvater ist 80 Jahre alt.,Моему дедушке 80 лет.,der Großvater | Mein Großvater ist 80 Jahre alt.,дедушка | Моему дедушке 80 лет.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Großeltern,die,Pl.,бабушка и дедушка,Meine Großeltern wohnen auf dem Land.,Мои бабушка и дедушка живут в деревне.,die Großeltern | Meine Großeltern wohnen auf dem Land.,бабушка и дедушка | Мои бабушка и дедушка живут в деревне.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Großmutter,die,die Großmütter,бабушка,Meine Großmutter backt Kuchen.,Моя бабушка печет пироги.,die Großmutter | Meine Großmutter backt Kuchen.,бабушка | Моя бабушка печет пироги.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​wie alt,-,-,сколько лет,Wie alt bist du?,Сколько тебе лет?,​wie alt | Wie alt bist du?,сколько лет | Сколько тебе лет?,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​zusammenpassen, sie passen zusammen, zusammengepasst",-,-,подходить друг другу,Die Farben passen gut zusammen.,Цвета хорошо сочетаются.,"​zusammenpassen, sie passen zusammen, zusammengepasst | Die Farben passen gut zusammen.",подходить друг другу | Цвета хорошо сочетаются.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​bald,-,-,скоро,Wir sehen uns bald.,Мы скоро увидимся.,​bald | Wir sehen uns bald.,скоро | Мы скоро увидимся.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Verwandte,der/die,die Verwandten,родственник/родственница,Wir besuchen unsere Verwandten.,Мы навещаем наших родственников.,der/die Verwandte | Wir besuchen unsere Verwandten.,родственник/родственница | Мы навещаем наших родственников.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Lösung,die,die Lösungen,решение,Das ist die beste Lösung.,Это лучшее решение.,die Lösung | Das ist die beste Lösung.,решение | Это лучшее решение.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​heiraten, er heiratet, geheiratet",-,-,"жениться, выходить замуж",Sie heiraten im Sommer.,Они женятся летом.,"​heiraten, er heiratet, geheiratet | Sie heiraten im Sommer.","жениться, выходить замуж | Они женятся летом.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​tot,-,-,мертвый,Der Vogel ist leider tot.,"Птица, к сожалению, мертва.",​tot | Der Vogel ist leider tot.,"мертвый | Птица, к сожалению, мертва.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Verwandtschaftsbezeichnung,die,die Verwandtschaftsbezeichnungen,название степени родства,Onkel ist eine Verwandtschaftsbezeichnung.,Дядя — это название степени родства.,die Verwandtschaftsbezeichnung | Onkel ist eine Verwandtschaftsbezeichnung.,название степени родства | Дядя — это название степени родства.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,3​der Possessivartikel,der,die Possessivartikel,притяжательный артикль,Das ist ein Possessivartikel.,Это притяжательный артикль.,der 3​der Possessivartikel | Das ist ein Possessivartikel.,притяжательный артикль | Это притяжательный артикль.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​besuchen, er besucht, besucht",-,-,"посещать, навещать",Ich besuche meine Freunde.,Я навещаю своих друзей.,"​besuchen, er besucht, besucht | Ich besuche meine Freunde.","посещать, навещать | Я навещаю своих друзей.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Kanadier,der,die Kanadier,канадец,Er ist Kanadier.,Он канадец.,der Kanadier | Er ist Kanadier.,канадец | Он канадец.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"Mal, -e (ein Mal jeden Monat)",das,die Male,раз,Ich gehe ein Mal im Monat ins Kino.,Я хожу в кино раз в месяц.,"das Mal, -e (ein Mal jeden Monat) | Ich gehe ein Mal im Monat ins Kino.",раз | Я хожу в кино раз в месяц.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​ersetzen, er ersetzt, ersetzt",-,-,заменять,Er ersetzt das kaputte Teil.,Он заменяет сломанную деталь.,"​ersetzen, er ersetzt, ersetzt | Er ersetzt das kaputte Teil.",заменять | Он заменяет сломанную деталь.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​grillen, er grillt, gegrillt",-,-,жарить на гриле,Wir grillen am Wochenende.,Мы жарим на гриле на выходных.,"​grillen, er grillt, gegrillt | Wir grillen am Wochenende.",жарить на гриле | Мы жарим на гриле на выходных.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​nun,-,-,"теперь, сейчас",Nun ist alles gut.,Теперь всё хорошо.,​nun | Nun ist alles gut.,"теперь, сейчас | Теперь всё хорошо.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​studieren, er studiert, studiert",-,-,"учиться (в вузе), изучать",Sie studiert Medizin.,Она изучает медицину.,"​studieren, er studiert, studiert | Sie studiert Medizin.","учиться (в вузе), изучать | Она изучает медицину.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,4​der Familienstammbaum,-,-,генеалогическое древо,Wir zeichnen unseren Familienstammbaum.,Мы рисуем наше генеалогическое древо.,4​der Familienstammbaum | Wir zeichnen unseren Familienstammbaum.,генеалогическое древо | Мы рисуем наше генеалогическое древо.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​darüber,-,-,об этом / о том,Wir sprechen darüber.,Мы говорим об этом.,​darüber | Wir sprechen darüber.,об этом / о том | Мы говорим об этом.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,6​geboren (Wann bist du geboren?),-,-,рожденный,Wann bist du geboren?,Когда ты родился?,6​geboren (Wann bist du geboren?) | Wann bist du geboren?,рожденный | Когда ты родился?,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"Frühling, e",-,die Frühlinge,весна,Der Frühling ist da.,Весна пришла.,"Frühling, e | Der Frühling ist da.",весна | Весна пришла.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,doch,-,-,"все-таки, все же",Das ist doch wahr.,Это же правда.,doch | Das ist doch wahr.,"все-таки, все же | Это же правда.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,7​das Fest,-,-,праздник,Das Fest war sehr schön.,Праздник был очень красивым.,7​das Fest | Das Fest war sehr schön.,праздник | Праздник был очень красивым.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"AB, -s (= der Anrufbeantworter, -)",-,-,автоответчик,Bitte sprich auf den AB.,"Пожалуйста, говори на автоответчик.","AB, -s (= der Anrufbeantworter, -) | Bitte sprich auf den AB.","автоответчик | Пожалуйста, говори на автоответчик.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Anrufbeantworter,-,-,автоответчик,Der Anrufbeantworter ist an.,Автоответчик включен.,Anrufbeantworter | Der Anrufbeantworter ist an.,автоответчик | Автоответчик включен.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,SMS,-,-,СМС,Ich schreibe eine SMS.,Я пишу СМС.,SMS | Ich schreibe eine SMS.,СМС | Я пишу СМС.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​erst,-,-,"только, сперва",Es ist erst 8 Uhr.,Еще только 8 часов.,​erst | Es ist erst 8 Uhr.,"только, сперва | Еще только 8 часов.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​Hi,-,-,привет,"Hi, wie geht es dir?","Привет, как у тебя дела?","​Hi | Hi, wie geht es dir?","привет | Привет, как у тебя дела?",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​schade,-,-,жаль,Das ist sehr schade.,Это очень жаль.,​schade | Das ist sehr schade.,жаль | Это очень жаль.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​gratulieren, er gratuliert, gratuliert",-,-,поздравлять,Ich gratuliere dir zum Geburtstag.,Я поздравляю тебя с днем рождения.,"​gratulieren, er gratuliert, gratuliert | Ich gratuliere dir zum Geburtstag.",поздравлять | Я поздравляю тебя с днем рождения.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​später (Max kommt später.),-,-,позже,Wir sehen uns später.,Увидимся позже.,​später (Max kommt später.) | Wir sehen uns später.,позже | Увидимся позже.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,SMS-Antwort,-,-,ответ по СМС,Ich warte auf deine SMS-Antwort.,Я жду твоего ответа по СМС.,SMS-Antwort | Ich warte auf deine SMS-Antwort.,ответ по СМС | Я жду твоего ответа по СМС.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,SMS-Einladung,-,-,приглашение по СМС,Hast du die SMS-Einladung bekommen?,Ты получил приглашение по СМС?,SMS-Einladung | Hast du die SMS-Einladung bekommen?,приглашение по СМС | Ты получил приглашение по СМС?,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​Alles Gute!,-,-,Всего хорошего!,Alles Gute zum Geburtstag!,Всего наилучшего в день рождения!,​Alles Gute! | Alles Gute zum Geburtstag!,Всего хорошего! | Всего наилучшего в день рождения!,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Glückwunsch,-,-,поздравление,Herzlichen Glückwunsch!,Сердечные поздравления!,Glückwunsch | Herzlichen Glückwunsch!,поздравление | Сердечные поздравления!,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​herzlich, herzlicher, am herzlichsten (Herzlichen Glückwunsch!)",-,-,сердечный,Wir gratulieren herzlich.,Мы сердечно поздравляем.,"​herzlich, herzlicher, am herzlichsten (Herzlichen Glückwunsch!) | Wir gratulieren herzlich.",сердечный | Мы сердечно поздравляем.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,8​der Cognac,-,-,коньяк,Er trinkt ein Glas Cognac.,Он пьет бокал коньяка.,8​der Cognac | Er trinkt ein Glas Cognac.,коньяк | Он пьет бокал коньяка.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"Gruß, ""-e (Liebe Grüße)",-,-,приветствие,Liebe Grüße an alle!,Передавай всем привет!,"Gruß, ""-e (Liebe Grüße) | Liebe Grüße an alle!",приветствие | Передавай всем привет!,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Käsekuchen,-,-,"творожный пирог, чизкейк",Ich esse gern Käsekuchen.,Я люблю есть чизкейк.,Käsekuchen | Ich esse gern Käsekuchen.,"творожный пирог, чизкейк | Я люблю есть чизкейк.",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"Spaß, ""-e (meist Sg.)",-,-,"веселье, удовольствие",Viel Spaß!,Желаю хорошо повеселиться!,"Spaß, ""-e (meist Sg.) | Viel Spaß!","веселье, удовольствие | Желаю хорошо повеселиться!",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​lieb- (lieber Hans, ...)",-,-,"дорогой, милый","Lieber Hans, alles Gute!","Дорогой Ганс, всего наилучшего!","​lieb- (lieber Hans, ...) | Lieber Hans, alles Gute!","дорогой, милый | Дорогой Ганс, всего наилучшего!",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​zusammen sein, sie sind zusammen, sind zusammen gewesen",-,-,быть вместе,Wir wollen zusammen sein.,Мы хотим быть вместе.,"​zusammen sein, sie sind zusammen, sind zusammen gewesen | Wir wollen zusammen sein.",быть вместе | Мы хотим быть вместе.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Live-Musik,-,Sg.,живая музыка,Es gibt heute Live-Musik.,Сегодня есть живая музыка.,Live-Musik | Es gibt heute Live-Musik.,живая музыка | Сегодня есть живая музыка.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Präsens,-,Sg.,настоящее время,Das ist ein Satz im Präsens.,Это предложение в настоящем времени.,Präsens | Das ist ein Satz im Präsens.,настоящее время | Это предложение в настоящем времени.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Präteritum,-,Sg.,прошедшее время,Wir lernen das Präteritum.,Мы учим прошедшее время.,Präteritum | Wir lernen das Präteritum.,прошедшее время | Мы учим прошедшее время.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"9​ausblasen, er bläst aus, ausgeblasen",-,-,задувать,Sie bläst die Kerzen aus.,Она задувает свечи.,"9​ausblasen, er bläst aus, ausgeblasen | Sie bläst die Kerzen aus.",задувать | Она задувает свечи.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,"​aussehen, er sieht aus, ausgesehen",-,-,выглядеть,Du siehst heute gut aus.,Ты сегодня хорошо выглядишь.,"​aussehen, er sieht aus, ausgesehen | Du siehst heute gut aus.",выглядеть | Ты сегодня хорошо выглядишь.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,​besonders,-,-,особенно,Das ist besonders wichtig.,Это особенно важно.,​besonders | Das ist besonders wichtig.,особенно | Это особенно важно.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Geburtstagskind,-,-,именинник,Wo ist das Geburtstagskind?,Где именинник?,Geburtstagskind | Wo ist das Geburtstagskind?,именинник | Где именинник?,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Glück,-,Sg.,"счастье, удача",Viel Glück!,Удачи!,Glück | Viel Glück!,"счастье, удача | Удачи!",1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Lebensjahr,-,-,год жизни,Er ist im zehnten Lebensjahr.,Ему идет десятый год.,Lebensjahr | Er ist im zehnten Lebensjahr.,год жизни | Ему идет десятый год.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Restaurant,-,-,ресторан,Wir gehen ins Restaurant.,Мы идем в ресторан.,Restaurant | Wir gehen ins Restaurant.,ресторан | Мы идем в ресторан.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Autoführerschein,-,-,водительские права,Er macht den Autoführerschein.,Он получает водительские права.,Autoführerschein | Er macht den Autoführerschein.,водительские права | Он получает водительские права.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Gast,-,-,гость,Wir haben Gäste.,У нас гости.,Gast | Wir haben Gäste.,гость | У нас гости.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Geburtstagskaffee,-,-,праздничный кофе,Wir trinken den Geburtstagskaffee.,Мы пьем праздничный кофе.,Geburtstagskaffee | Wir trinken den Geburtstagskaffee.,праздничный кофе | Мы пьем праздничный кофе.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Kindergeburtstag,-,-,детский день рождения,Heute ist ein Kindergeburtstag.,Сегодня детский день рождения.,Kindergeburtstag | Heute ist ein Kindergeburtstag.,детский день рождения | Сегодня детский день рождения.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Mopedführerschein,-,-,права на мопед,Sie hat den Mopedführerschein.,У нее есть права на мопед.,Mopedführerschein | Sie hat den Mopedführerschein.,права на мопед | У нее есть права на мопед.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
17.07.2026,Kap 6_Familienleben,Opa,-,-,дедушка,Mein Opa ist 70 Jahre alt.,Моему дедушке 70 лет.,Opa | Mein Opa ist 70 Jahre alt.,дедушка | Моему дедушке 70 лет.,1,21.07.2026,0,0,Kapitel 6 – Familienleben_Семейная жизнь
